Subject,SubjectID,Corral,Subspecies,Sex,Age,Weight,Observation,Date,TimeofDay,Prox_event,Prox_duration,Close_event,Close_duration,Groom_event,Groom_duration,Dominance_tot,Submission_tot,Self_directed,Keck_actor,CSF_pg.mL,CSF_AVP_pg.mL,Plasma_pg.mL,Urine_pg.mL,Creatinine_mg.mL,uOT.Creatinine,DateOfCollection,GD_DOC,Blood_in_CSF,Plasma_Lysis
Ginebra,8209,NE,Anubis,Female,5.08,13,Ginebra_2,2014-08-28T00:00:00Z,Afternoon,2,8.25,0,0,0,0,0,0,7,0,26.55,3.23,20.26,108.33,3.88,27.96,8/20/2014,0,Absent,Absent
Ginebra,8209,NE,Anubis,Female,5.08,13,Ginebra_3,2014-08-29T00:00:00Z,Morning,4,0,1,20,1,20,0,0,0,0,26.55,3.23,20.26,108.33,3.88,27.96,8/20/2014,0,Absent,Absent
Ginebra,8209,NE,Anubis,Female,5.08,13,Ginebra_4,2014-10-24T00:00:00Z,Morning,14,5.702,0,0.367,0,0,4,4,1,0,26.55,3.23,20.26,108.33,3.88,27.96,8/20/2014,0,Absent,Absent
Ginebra,8209,NE,Anubis,Female,5.08,13,Ginebra_5,2014-10-26T00:00:00Z,Morning,7,1.101,2,7.933,1,7.8,1,0,0,0,26.55,3.23,20.26,108.33,3.88,27.96,8/20/2014,0,Absent,Absent
Ginebra,8209,NE,Anubis,Female,5.08,13,Ginebra_6,2014-10-27T00:00:00Z,Afternoon,5,2.583,2,0.2,0,0,1,1,1,0,26.55,3.23,20.26,108.33,3.88,27.96,8/20/2014,0,Absent,Absent
Licorice,1604,NE,Anubis,Female,10.39,19.7,Licorice_1,2014-08-26T00:00:00Z,Morning,11,6.332,5,2.25,0,0,0,1,0,0,27.3,NA,10.14,13.17,0.62,21.14,8/20/2014,0,Absent,Absent
Licorice,1604,NE,Anubis,Female,10.39,19.7,Licorice_2,2014-08-29T00:00:00Z,Afternoon,9,1.85,1,12.966,0,0,1,2,1,1,27.3,NA,10.14,13.17,0.62,21.14,8/20/2014,0,Absent,Absent
Licorice,1604,NE,Anubis,Female,10.39,19.7,Licorice_3,2014-08-31T00:00:00Z,Afternoon,21,8.284,3,0.834,0,0,0,4,1,0,27.3,NA,10.14,13.17,0.62,21.14,8/20/2014,0,Absent,Absent
Licorice,1604,NE,Anubis,Female,10.39,19.7,Licorice_4,2014-10-25T00:00:00Z,Afternoon,14,6.066,5,1.117,0,0,0,0,3,0,27.3,NA,10.14,13.17,0.62,21.14,8/20/2014,0,Absent,Absent
Licorice,1604,NE,Anubis,Female,10.39,19.7,Licorice_5,2014-10-26T00:00:00Z,Morning,2,0.65,2,11.7,2,3.834,0,3,0,0,27.3,NA,10.14,13.17,0.62,21.14,8/20/2014,0,Absent,Absent
Licorice,1604,NE,Anubis,Female,10.39,19.7,Licorice_6,2014-10-27T00:00:00Z,Afternoon,10,11.034,1,5.2,2,4.566,0,0,3,0,27.3,NA,10.14,13.17,0.62,21.14,8/20/2014,0,Absent,Absent
Lobo,1201,NE,Anubis,Male,13.25,26.2,Lobo_1,2014-08-26T00:00:00Z,Afternoon,4,12.536,0,0,0,0,3,0,0,0,8.85,NA,3.54,23.39,1.71,13.68,8/20/2014,0,Absent,Absent
Lobo,1201,NE,Anubis,Male,13.25,26.2,Lobo_2,2014-08-29T00:00:00Z,Morning,10,0.683,8,19.317,6,10.516,2,0,1,0,8.85,NA,3.54,23.39,1.71,13.68,8/20/2014,0,Absent,Absent
Lobo,1201,NE,Anubis,Male,13.25,26.2,Lobo_3,2014-08-31T00:00:00Z,Afternoon,11,1.566,13,9.549,12,6.434,1,0,1,0,8.85,NA,3.54,23.39,1.71,13.68,8/20/2014,0,Absent,Absent
Lobo,1201,NE,Anubis,Male,13.25,26.2,Lobo_4,2014-10-24T00:00:00Z,Morning,15,5.349,9,9.517,4,5.2,0,0,0,0,8.85,NA,3.54,23.39,1.71,13.68,8/20/2014,0,Absent,Absent
Lobo,1201,NE,Anubis,Male,13.25,26.2,Lobo_5,2014-10-26T00:00:00Z,Afternoon,5,9.967,1,0.317,0,0,0,0,3,0,8.85,NA,3.54,23.39,1.71,13.68,8/20/2014,0,Absent,Absent
Lobo,1201,NE,Anubis,Male,13.25,26.2,Lobo_6,2014-10-27T00:00:00Z,Afternoon,4,4.1,1,0.533,0,0,2,0,1,0,8.85,NA,3.54,23.39,1.71,13.68,8/20/2014,0,Absent,Absent
Meadow,5402,NE,Anubis,Female,12.06,22.1,Meadow_1,2014-08-27T00:00:00Z,Morning,7,8.651,3,4.216,0,0,1,0,1,0,18.18,3.23,9.87,40.83,1.37,29.74,8/20/2014,0,Absent,Absent
Meadow,5402,NE,Anubis,Female,12.06,22.1,Meadow_2,2014-08-29T00:00:00Z,Afternoon,4,1.45,2,10.667,3,4.166,0,0,4,0,18.18,3.23,9.87,40.83,1.37,29.74,8/20/2014,0,Absent,Absent
Meadow,5402,NE,Anubis,Female,12.06,22.1,Meadow_3,2014-08-31T00:00:00Z,Afternoon,2,0.783,2,16.784,1,3,0,0,0,0,18.18,3.23,9.87,40.83,1.37,29.74,8/20/2014,0,Absent,Absent
Meadow,5402,NE,Anubis,Female,12.06,22.1,Meadow_4,2014-10-24T00:00:00Z,Afternoon,2,3.55,1,13.2,1,8.1,0,0,1,0,18.18,3.23,9.87,40.83,1.37,29.74,8/20/2014,0,Absent,Absent
Meadow,5402,NE,Anubis,Female,12.06,22.1,Meadow_5,2014-10-26T00:00:00Z,Afternoon,12,2.616,7,7.418,1,5.7,0,0,1,0,18.18,3.23,9.87,40.83,1.37,29.74,8/20/2014,0,Absent,Absent
Meadow,5402,NE,Anubis,Female,12.06,22.1,Meadow_6,2014-10-27T00:00:00Z,Morning,5,4.148,0,0.701,1,0.583,0,0,7,0,18.18,3.23,9.87,40.83,1.37,29.74,8/20/2014,0,Absent,Absent
Noni,1499,NE,Anubis,Female,15.3,19.3,Noni_1,2014-08-27T00:00:00Z,Afternoon,14,8.466,1,0.65,0,0,1,4,2,0,NA,NA,12.35,60.47,1.16,52.35,8/20/2014,0,Absent,Absent
Noni,1499,NE,Anubis,Female,15.3,19.3,Noni_2,2014-08-29T00:00:00Z,Morning,2,2.301,0,0.15,0,0,0,6,1,0,NA,NA,12.35,60.47,1.16,52.35,8/20/2014,0,Absent,Absent
Noni,1499,NE,Anubis,Female,15.3,19.3,Noni_3,2014-08-31T00:00:00Z,Afternoon,5,0.233,3,18.183,3,10.266,1,1,0,0,NA,NA,12.35,60.47,1.16,52.35,8/20/2014,0,Absent,Absent
Noni,1499,NE,Anubis,Female,15.3,19.3,Noni_4,2014-10-24T00:00:00Z,Morning,8,1.234,3,1.698,0,0,0,1,2,0,NA,NA,12.35,60.47,1.16,52.35,8/20/2014,0,Absent,Absent
Noni,1499,NE,Anubis,Female,15.3,19.3,Noni_5,2014-10-27T00:00:00Z,Morning,5,10.448,3,1.818,0,0,0,2,3,0,NA,NA,12.35,60.47,1.16,52.35,8/20/2014,0,Absent,Absent
Noni,1499,NE,Anubis,Female,15.3,19.3,Noni_6,2014-10-27T00:00:00Z,Afternoon,6,4.817,0,0.166,0,0,1,1,4,0,NA,NA,12.35,60.47,1.16,52.35,8/20/2014,0,Absent,Absent
Paolo,GR66,NE,Anubis,Male,8.12,29,Paolo_1,2014-08-30T00:00:00Z,Afternoon,21,4.166,10,4.416,2,1.85,0,0,0,0,21.6,6.46,5,8.28,0.55,15.08,8/20/2014,0,Absent,Absent
Paolo,GR66,NE,Anubis,Male,8.12,29,Paolo_2,2014-10-24T00:00:00Z,Afternoon,16,7.267,6,4.002,0,0,5,0,1,0,21.6,6.46,5,8.28,0.55,15.08,8/20/2014,0,Absent,Absent
Paolo,GR66,NE,Anubis,Male,8.12,29,Paolo_3,2014-10-27T00:00:00Z,Morning,10,3.401,7,14.183,5,5.351,1,0,1,0,21.6,6.46,5,8.28,0.55,15.08,8/20/2014,0,Absent,Absent
Paolo,GR66,NE,Anubis,Male,8.12,29,Paolo_4,2014-10-27T00:00:00Z,Afternoon,23,9.234,1,1.216,0,0,4,0,5,0,21.6,6.46,5,8.28,0.55,15.08,8/20/2014,0,Absent,Absent
Paolo,GR66,NE,Anubis,Male,8.12,29,Paolo_5,2014-08-27T00:00:00Z,Morning,24,12.002,3,1.285,0,0,5,0,2,0,21.6,6.46,5,8.28,0.55,15.08,8/20/2014,0,Absent,Absent
Paolo,GR66,NE,Anubis,Male,8.12,29,Paolo_6,2014-08-29T00:00:00Z,Afternoon,15,11.433,2,1.233,0,0,1,0,2,0,21.6,6.46,5,8.28,0.55,15.08,8/20/2014,0,Absent,Absent
Pinky,1197,NE,Anubis,Female,17.21,18.5,Pinky_1,2014-08-26T00:00:00Z,Morning,12,10.482,3,0.984,0,0,1,1,2,0,30.58,NA,1.84,25.22,0.47,53.89,8/20/2014,0,Absent,Absent
Pinky,1197,NE,Anubis,Female,17.21,18.5,Pinky_2,2014-08-29T00:00:00Z,Afternoon,13,11.467,2,8.333,0,0,0,0,4,0,30.58,NA,1.84,25.22,0.47,53.89,8/20/2014,0,Absent,Absent
Pinky,1197,NE,Anubis,Female,17.21,18.5,Pinky_3,2014-08-30T00:00:00Z,Afternoon,11,13.818,1,0.468,0,0,0,0,2,0,30.58,NA,1.84,25.22,0.47,53.89,8/20/2014,0,Absent,Absent
Pinky,1197,NE,Anubis,Female,17.21,18.5,Pinky_4,2014-10-25T00:00:00Z,Afternoon,13,6.549,4,2.966,0,0,0,6,1,0,30.58,NA,1.84,25.22,0.47,53.89,8/20/2014,0,Absent,Absent
Pinky,1197,NE,Anubis,Female,17.21,18.5,Pinky_5,2014-10-26T00:00:00Z,Morning,14,9.381,5,3.8,1,0.383,0,1,0,1,30.58,NA,1.84,25.22,0.47,53.89,8/20/2014,0,Absent,Absent
Pinky,1197,NE,Anubis,Female,17.21,18.5,Pinky_6,2014-10-27T00:00:00Z,Morning,10,14.066,8,2.734,1,0.05,0,0,2,0,30.58,NA,1.84,25.22,0.47,53.89,8/20/2014,0,Absent,Absent
Susana,9508,NE,Anubis,Female,5.98,18.2,Susana_1,2014-08-27T00:00:00Z,Morning,1,9.034,0,0,0,0,0,0,0,0,36.96,NA,2.65,20.03,2.74,7.3,8/20/2014,0,Absent,Absent
Susana,9508,NE,Anubis,Female,5.98,18.2,Susana_2,2014-08-28T00:00:00Z,Morning,11,7.032,2,2.916,0,0,2,0,7,0,36.96,NA,2.65,20.03,2.74,7.3,8/20/2014,0,Absent,Absent
Susana,9508,NE,Anubis,Female,5.98,18.2,Susana_3,2014-08-29T00:00:00Z,Afternoon,11,10.917,2,2.082,0,0,0,2,1,0,36.96,NA,2.65,20.03,2.74,7.3,8/20/2014,0,Absent,Absent
Susana,9508,NE,Anubis,Female,5.98,18.2,Susana_4,2014-10-24T00:00:00Z,Morning,5,4.967,1,0.25,0,0,0,2,1,1,36.96,NA,2.65,20.03,2.74,7.3,8/20/2014,0,Absent,Absent
Susana,9508,NE,Anubis,Female,5.98,18.2,Susana_5,2014-10-26T00:00:00Z,Afternoon,11,7.3,0,4.617,0,0,0,1,6,0,36.96,NA,2.65,20.03,2.74,7.3,8/20/2014,0,Absent,Absent
Susana,9508,NE,Anubis,Female,5.98,18.2,Susana_6,2014-10-27T00:00:00Z,Morning,7,8.451,4,10.532,1,0.933,0,2,1,0,36.96,NA,2.65,20.03,2.74,7.3,8/20/2014,0,Absent,Absent
Tina,2297,NE,Anubis,Female,17.04,18.2,Tina_1,2014-08-28T00:00:00Z,Morning,9,3.917,3,0.701,0,0,0,0,3,0,16.43,3.23,12.66,61.23,1.15,53.29,8/20/2014,0,Absent,Absent
Tina,2297,NE,Anubis,Female,17.04,18.2,Tina_2,2014-08-29T00:00:00Z,Afternoon,8,6.302,2,2.699,0,0,0,1,1,0,16.43,3.23,12.66,61.23,1.15,53.29,8/20/2014,0,Absent,Absent
Tina,2297,NE,Anubis,Female,17.04,18.2,Tina_3,2014-08-30T00:00:00Z,Afternoon,8,8.517,3,8.516,1,6.55,0,0,3,0,16.43,3.23,12.66,61.23,1.15,53.29,8/20/2014,0,Absent,Absent
Tina,2297,NE,Anubis,Female,17.04,18.2,Tina_4,2014-10-23T00:00:00Z,Afternoon,5,6.183,0,0,0,0,0,0,2,0,16.43,3.23,12.66,61.23,1.15,53.29,8/20/2014,0,Absent,Absent
Tina,2297,NE,Anubis,Female,17.04,18.2,Tina_5,2014-10-24T00:00:00Z,Morning,10,8.299,4,3.851,0,0,0,3,3,0,16.43,3.23,12.66,61.23,1.15,53.29,8/20/2014,0,Absent,Absent
Tina,2297,NE,Anubis,Female,17.04,18.2,Tina_6,2014-10-26T00:00:00Z,Afternoon,8,9.649,4,1.782,0,0,0,0,2,0,16.43,3.23,12.66,61.23,1.15,53.29,8/20/2014,0,Absent,Absent
Ursula,T93175,NE,Anubis,Female,21.24,16.3,Ursula_1,2014-10-23T00:00:00Z,Afternoon,0,0.017,0,0,0,0,0,0,16,0,3.23,3.23,1.2,24.84,1.03,24.19,8/20/2014,0,Absent,Absent
Ursula,T93175,NE,Anubis,Female,21.24,16.3,Ursula_2,2014-10-25T00:00:00Z,Afternoon,11,1.633,1,0.383,0,0,2,2,2,0,3.23,3.23,1.2,24.84,1.03,24.19,8/20/2014,0,Absent,Absent
Ursula,T93175,NE,Anubis,Female,21.24,16.3,Ursula_3,2014-10-26T00:00:00Z,Afternoon,10,4.467,2,0.401,0,0,3,0,0,0,3.23,3.23,1.2,24.84,1.03,24.19,8/20/2014,0,Absent,Absent
Ursula,T93175,NE,Anubis,Female,21.24,16.3,Ursula_4,2014-10-27T00:00:00Z,Morning,3,4.901,1,0.133,0,0,1,2,3,0,3.23,3.23,1.2,24.84,1.03,24.19,8/20/2014,0,Absent,Absent
Ursula,T93175,NE,Anubis,Female,21.24,16.3,Ursula_5,2014-10-27T00:00:00Z,Morning,5,9.817,2,0.3,0,0,2,0,0,0,3.23,3.23,1.2,24.84,1.03,24.19,8/20/2014,0,Absent,Absent
Ursula,T93175,NE,Anubis,Female,21.24,16.3,Ursula_6,2014-10-27T00:00:00Z,Afternoon,7,4.783,1,0.6,0,0,0,0,1,0,3.23,3.23,1.2,24.84,1.03,24.19,8/20/2014,0,Absent,Absent
Venus,4001,NE,Anubis,Female,12.79,17,Venus_1,2014-08-26T00:00:00Z,Morning,5,5.101,1,0.584,0,0,1,0,0,0,13.65,NA,4.26,172.53,2.66,64.79,8/20/2014,0,Absent,Absent
Venus,4001,NE,Anubis,Female,12.79,17,Venus_2,2014-08-28T00:00:00Z,Morning,11,8.485,3,1.498,0,0,0,4,1,0,13.65,NA,4.26,172.53,2.66,64.79,8/20/2014,0,Absent,Absent
Venus,4001,NE,Anubis,Female,12.79,17,Venus_3,2014-08-29T00:00:00Z,Morning,8,0.465,3,10.884,0,0,0,5,2,0,13.65,NA,4.26,172.53,2.66,64.79,8/20/2014,0,Absent,Absent
Venus,4001,NE,Anubis,Female,12.79,17,Venus_4,2014-10-24T00:00:00Z,Afternoon,2,1.584,1,2.184,0,0,2,0,0,0,13.65,NA,4.26,172.53,2.66,64.79,8/20/2014,0,Absent,Absent
Venus,4001,NE,Anubis,Female,12.79,17,Venus_5,2014-10-26T00:00:00Z,Morning,1,0.183,1,3.967,0,0,0,0,0,0,13.65,NA,4.26,172.53,2.66,64.79,8/20/2014,0,Absent,Absent
Venus,4001,NE,Anubis,Female,12.79,17,Venus_6,2014-10-27T00:00:00Z,Afternoon,4,5.731,1,0.45,0,0,1,1,3,0,13.65,NA,4.26,172.53,2.66,64.79,8/20/2014,0,Absent,Absent
Vida,5703,NE,Anubis,Female,10.99,18.3,Vida_1,2014-08-27T00:00:00Z,Afternoon,2,15.167,0,0,0,0,0,0,2,0,36.34,NA,7.97,182.81,2.66,68.83,8/20/2014,0,Absent,Absent
Vida,5703,NE,Anubis,Female,10.99,18.3,Vida_2,2014-08-28T00:00:00Z,Afternoon,7,16.267,0,2.017,0,0,0,1,2,0,36.34,NA,7.97,182.81,2.66,68.83,8/20/2014,0,Absent,Absent
Vida,5703,NE,Anubis,Female,10.99,18.3,Vida_3,2014-08-29T00:00:00Z,Afternoon,7,3.749,0,0.15,0,0,2,0,1,0,36.34,NA,7.97,182.81,2.66,68.83,8/20/2014,0,Absent,Absent
Vida,5703,NE,Anubis,Female,10.99,18.3,Vida_4,2014-10-24T00:00:00Z,Afternoon,6,3.367,3,1.833,0,0,3,0,1,0,36.34,NA,7.97,182.81,2.66,68.83,8/20/2014,0,Absent,Absent
Vida,5703,NE,Anubis,Female,10.99,18.3,Vida_5,2014-10-26T00:00:00Z,Afternoon,10,4.818,0,0,0,0,2,3,0,0,36.34,NA,7.97,182.81,2.66,68.83,8/20/2014,0,Absent,Absent
Vida,5703,NE,Anubis,Female,10.99,18.3,Vida_6,2014-10-27T00:00:00Z,Morning,2,14.233,0,0,0,0,0,0,4,0,36.34,NA,7.97,182.81,2.66,68.83,8/20/2014,0,Absent,Absent
Clara,2504,SE,Anubis,Female,10.46,15.2,Clara_1,2014-06-01T00:00:00Z,Afternoon,1,3.684,2,6.95,3,2.751,0,0,1,0,33.83,3.23,0.74,14.33,1.39,10.35,10/22/2014,0,Absent,Absent
Clara,2504,SE,Anubis,Female,10.46,15.2,Clara_2,2014-06-02T00:00:00Z,Afternoon,16,8.568,2,0.416,0,0,0,4,2,0,33.83,3.23,0.74,14.33,1.39,10.35,10/22/2014,0,Absent,Absent
Clara,2504,SE,Anubis,Female,10.46,15.2,Clara_3,2014-06-03T00:00:00Z,Afternoon,5,12.118,0,0.167,0,0,1,1,1,0,33.83,3.23,0.74,14.33,1.39,10.35,10/22/2014,0,Absent,Absent
Clara,2504,SE,Anubis,Female,10.46,15.2,Clara_4,2014-06-04T00:00:00Z,Morning,6,3.135,1,0.15,0,0,2,1,3,0,33.83,3.23,0.74,14.33,1.39,10.35,10/22/2014,0,Absent,Absent
Clara,2504,SE,Anubis,Female,10.46,15.2,Clara_5,2014-06-06T00:00:00Z,Afternoon,3,6.901,0,0,0,0,0,0,1,0,33.83,3.23,0.74,14.33,1.39,10.35,10/22/2014,0,Absent,Absent
Clara,2504,SE,Anubis,Female,10.46,15.2,Clara_6,2014-06-09T00:00:00Z,Morning,11,0.882,5,2.25,0,0,25,0,0,0,33.83,3.23,0.74,14.33,1.39,10.35,10/22/2014,0,Absent,Absent
Clara,2504,SE,Anubis,Female,10.46,15.2,Clara_7,2014-06-11T00:00:00Z,Afternoon,1,4.218,0,0,0,0,1,2,0,0,33.83,3.23,0.74,14.33,1.39,10.35,10/22/2014,0,Absent,Absent
Clara,2504,SE,Anubis,Female,10.46,15.2,Clara_8,2014-06-12T00:00:00Z,Morning,14,1.9,2,0.15,0,0,8,5,1,0,33.83,3.23,0.74,14.33,1.39,10.35,10/22/2014,0,Absent,Absent
Clara,2504,SE,Anubis,Female,10.46,15.2,Clara_9,2014-06-19T00:00:00Z,Morning,9,3.618,0,0,0,0,0,0,2,0,33.83,3.23,0.74,14.33,1.39,10.35,10/22/2014,0,Absent,Absent
Clara,2504,SE,Anubis,Female,10.46,15.2,Clara_10,2014-06-20T00:00:00Z,Morning,8,6.534,2,0.534,0,0,0,1,12,0,33.83,3.23,0.74,14.33,1.39,10.35,10/22/2014,0,Absent,Absent
Clara,2504,SE,Anubis,Female,10.46,15.2,Clara_11,2014-06-21T00:00:00Z,Afternoon,1,9.234,0,4.183,0,0,0,0,2,0,33.83,3.23,0.74,14.33,1.39,10.35,10/22/2014,0,Absent,Absent
Clara,2504,SE,Anubis,Female,10.46,15.2,Clara_12,2014-06-24T00:00:00Z,Afternoon,3,17.317,0,0,0,0,0,2,6,0,33.83,3.23,0.74,14.33,1.39,10.35,10/22/2014,0,Absent,Absent
Pjamas,8907,SE,Anubis,Female,6.89,16.3,Pjamas_1,2014-06-02T00:00:00Z,Morning,3,4.185,0,0.3,0,0,0,6,1,0,23.37,3.23,4.55,45.93,0.96,48.09,10/22/2014,0,Absent,Absent
Pjamas,8907,SE,Anubis,Female,6.89,16.3,Pjamas_2,2014-06-03T00:00:00Z,Morning,3,12.966,0,0,0,0,0,1,1,0,23.37,3.23,4.55,45.93,0.96,48.09,10/22/2014,0,Absent,Absent
Pjamas,8907,SE,Anubis,Female,6.89,16.3,Pjamas_3,2014-06-04T00:00:00Z,Afternoon,6,11.303,0,0.116,0,0,0,0,5,0,23.37,3.23,4.55,45.93,0.96,48.09,10/22/2014,0,Absent,Absent
Pjamas,8907,SE,Anubis,Female,6.89,16.3,Pjamas_4,2014-06-05T00:00:00Z,Morning,13,8.682,0,0,0,0,0,7,1,0,23.37,3.23,4.55,45.93,0.96,48.09,10/22/2014,0,Absent,Absent
Pjamas,8907,SE,Anubis,Female,6.89,16.3,Pjamas_5,2014-06-06T00:00:00Z,Morning,1,16.15,0,0,0,0,0,0,2,0,23.37,3.23,4.55,45.93,0.96,48.09,10/22/2014,0,Absent,Absent
Pjamas,8907,SE,Anubis,Female,6.89,16.3,Pjamas_6,2014-06-09T00:00:00Z,Afternoon,7,1.1,3,10.601,0,0,0,7,0,2,23.37,3.23,4.55,45.93,0.96,48.09,10/22/2014,0,Absent,Absent
Pjamas,8907,SE,Anubis,Female,6.89,16.3,Pjamas_7,2014-06-11T00:00:00Z,Morning,2,20,0,0,0,0,0,0,4,0,23.37,3.23,4.55,45.93,0.96,48.09,10/22/2014,0,Absent,Absent
Pjamas,8907,SE,Anubis,Female,6.89,16.3,Pjamas_8,2014-06-12T00:00:00Z,Afternoon,1,0,1,20,1,1.35,0,0,2,0,23.37,3.23,4.55,45.93,0.96,48.09,10/22/2014,0,Absent,Absent
Pjamas,8907,SE,Anubis,Female,6.89,16.3,Pjamas_9,2014-06-19T00:00:00Z,Afternoon,7,17.183,0,0,0,0,0,3,6,0,23.37,3.23,4.55,45.93,0.96,48.09,10/22/2014,0,Absent,Absent
Pjamas,8907,SE,Anubis,Female,6.89,16.3,Pjamas_10,2014-06-23T00:00:00Z,Afternoon,5,5.234,2,0.667,0,0,0,7,5,0,23.37,3.23,4.55,45.93,0.96,48.09,10/22/2014,0,Absent,Absent
Pjamas,8907,SE,Anubis,Female,6.89,16.3,Pjamas_11,2014-06-24T00:00:00Z,Morning,3,6.133,0,0.283,0,0,0,4,2,0,23.37,3.23,4.55,45.93,0.96,48.09,10/22/2014,0,Absent,Absent
Pjamas,8907,SE,Anubis,Female,6.89,16.3,Pjamas_12,2014-06-27T00:00:00Z,Morning,5,11.152,2,0.434,0,0,0,3,6,0,23.37,3.23,4.55,45.93,0.96,48.09,10/22/2014,0,Absent,Absent
Pjamas,8907,SE,Anubis,Female,6.89,16.3,Pjamas_13,2014-07-01T00:00:00Z,Morning,8,5.747,1,0.266,0,0,0,9,11,0,23.37,3.23,4.55,45.93,0.96,48.09,10/22/2014,0,Absent,Absent
Serax,7706,SE,Anubis,Male,8.09,33.9,Serax_1,2014-06-01T00:00:00Z,Afternoon,1,1.85,1,1.366,0,0,4,0,2,0,18.77,6.46,1.22,14.95,1.16,12.85,10/22/2014,0,Absent,Absent
Serax,7706,SE,Anubis,Male,8.09,33.9,Serax_2,2014-06-03T00:00:00Z,Morning,4,6.266,1,1.217,0,0,0,0,1,0,18.77,6.46,1.22,14.95,1.16,12.85,10/22/2014,0,Absent,Absent
Serax,7706,SE,Anubis,Male,8.09,33.9,Serax_3,2014-06-05T00:00:00Z,Morning,7,1.467,1,17.283,0,0,1,0,0,0,18.77,6.46,1.22,14.95,1.16,12.85,10/22/2014,0,Absent,Absent
Serax,7706,SE,Anubis,Male,8.09,33.9,Serax_4,2014-06-06T00:00:00Z,Morning,14,7.948,6,5.333,0,0,0,0,0,0,18.77,6.46,1.22,14.95,1.16,12.85,10/22/2014,0,Absent,Absent
Serax,7706,SE,Anubis,Male,8.09,33.9,Serax_5,2014-06-09T00:00:00Z,Afternoon,5,11.067,0,0.15,0,0,3,1,4,0,18.77,6.46,1.22,14.95,1.16,12.85,10/22/2014,0,Absent,Absent
Serax,7706,SE,Anubis,Male,8.09,33.9,Serax_6,2014-06-10T00:00:00Z,Afternoon,22,12.317,5,2.45,0,0,2,0,2,0,18.77,6.46,1.22,14.95,1.16,12.85,10/22/2014,0,Absent,Absent
Serax,7706,SE,Anubis,Male,8.09,33.9,Serax_7,2014-06-11T00:00:00Z,Morning,6,10.652,0,0,0,0,2,0,5,0,18.77,6.46,1.22,14.95,1.16,12.85,10/22/2014,0,Absent,Absent
Serax,7706,SE,Anubis,Male,8.09,33.9,Serax_8,2014-06-12T00:00:00Z,Afternoon,12,2.267,6,14.632,7,7.851,4,0,1,0,18.77,6.46,1.22,14.95,1.16,12.85,10/22/2014,0,Absent,Absent
Serax,7706,SE,Anubis,Male,8.09,33.9,Serax_9,2014-06-19T00:00:00Z,Morning,4,9.151,1,6.399,0,0,0,0,3,0,18.77,6.46,1.22,14.95,1.16,12.85,10/22/2014,0,Absent,Absent
Serax,7706,SE,Anubis,Male,8.09,33.9,Serax_10,2014-06-23T00:00:00Z,Morning,6,6.116,1,0.567,0,0,0,0,2,0,18.77,6.46,1.22,14.95,1.16,12.85,10/22/2014,0,Absent,Absent
Serax,7706,SE,Anubis,Male,8.09,33.9,Serax_11,2014-06-24T00:00:00Z,Morning,3,5.583,2,5.401,0,0,1,1,2,0,18.77,6.46,1.22,14.95,1.16,12.85,10/22/2014,0,Absent,Absent
Serax,7706,SE,Anubis,Male,8.09,33.9,Serax_12,2014-06-27T00:00:00Z,Morning,5,7.766,1,0.517,0,0,2,0,3,0,18.77,6.46,1.22,14.95,1.16,12.85,10/22/2014,0,Absent,Absent
Serax,7706,SE,Anubis,Male,8.09,33.9,Serax_13,2014-06-29T00:00:00Z,Afternoon,15,4.364,0,0,0,0,11,1,3,0,18.77,6.46,1.22,14.95,1.16,12.85,10/22/2014,0,Absent,Absent
Spiderman,4107,SE,Anubis,Male,7.45,23.9,Spiderman_1,2014-06-02T00:00:00Z,Morning,9,13.017,2,0.9,0,0,2,0,1,0,12.29,3.23,1.08,7.51,0.48,15.78,10/22/2014,0,Absent,Absent
Spiderman,4107,SE,Anubis,Male,7.45,23.9,Spiderman_2,2014-06-03T00:00:00Z,Morning,4,2.849,2,10.6,0,0,0,0,0,0,12.29,3.23,1.08,7.51,0.48,15.78,10/22/2014,0,Absent,Absent
Spiderman,4107,SE,Anubis,Male,7.45,23.9,Spiderman_3,2014-06-04T00:00:00Z,Morning,11,9.552,2,6.116,0,0,5,0,2,0,12.29,3.23,1.08,7.51,0.48,15.78,10/22/2014,0,Absent,Absent
Spiderman,4107,SE,Anubis,Male,7.45,23.9,Spiderman_4,2014-06-05T00:00:00Z,Morning,13,6.784,3,9.75,0,0,0,0,1,0,12.29,3.23,1.08,7.51,0.48,15.78,10/22/2014,0,Absent,Absent
Spiderman,4107,SE,Anubis,Male,7.45,23.9,Spiderman_5,2014-06-06T00:00:00Z,Afternoon,6,9.683,0,7.617,0,0,0,0,1,0,12.29,3.23,1.08,7.51,0.48,15.78,10/22/2014,0,Absent,Absent
Spiderman,4107,SE,Anubis,Male,7.45,23.9,Spiderman_6,2014-06-09T00:00:00Z,Afternoon,2,12.6,0,7.4,0,0,0,0,0,0,12.29,3.23,1.08,7.51,0.48,15.78,10/22/2014,0,Absent,Absent
Spiderman,4107,SE,Anubis,Male,7.45,23.9,Spiderman_7,2014-06-11T00:00:00Z,Morning,1,7.766,1,1.45,0,0,0,0,1,0,12.29,3.23,1.08,7.51,0.48,15.78,10/22/2014,0,Absent,Absent
Spiderman,4107,SE,Anubis,Male,7.45,23.9,Spiderman_8,2014-06-12T00:00:00Z,Afternoon,5,3.633,0,9.433,0,0,1,0,1,0,12.29,3.23,1.08,7.51,0.48,15.78,10/22/2014,0,Absent,Absent
